Nom de l'établissement	Adresse	Site Web	Status
Le Ména' Spa	32 Rue de Franche-Comté 21760 Lamarche-sur-Saône France	https://www.le-saint-antoine.fr/spa-bien-etre-hotel-piscine-lamarche-sur-saone-dijon	
Couvent de la Salette & Spa	387 avenue de l’Aigoual Accès parking Route du Le Causse Noir D110 12100 Millau France	https://la-salette.fr/	
L'Oustaou piscine et spa	52 impasse de l'Oustaou 83890 Besse-sur-Issole France	https://chambre-d-hote-oustaou.com/	
Flassans Gîtes & Spa	130 Rue des Cantons 83340 Flassans-sur-Issole France	https://www.facebook.com/profile.php?id=100091422624817	
Flassans Gites Spa	83340 Flassans-sur-Issole France	https://br.bluepillow.com/search/69f931a5a8387c9ba635a3a5?dest=bkng&cat=House&lat=43.36658&lng=6.21148&language=pt	
Le Chalet Romantique (LOVE ROOM SPA)	244 30126 Lirac France	http://lechaletromantique.fr/	
Au domaine du Pré Dieu (Gîtes, Suite, Nuits insolites, Spa, Sauna, Piscine et Canoës)	1 Rue du Moulin 02270 Crécy-sur-Serre France	https://audomainedupredieu.com/	
Le Manoir de Condé B&B Spa	11 Rue du Haut Mesnil 14110 Condé-en-Normandie France	http://www.manoirdeconde.com/	
Gîte Tropical-Lodge Spa/Sauna/Piscine	16 Rue Aimé Cassayet 11100 Narbonne France	https://www.tropical-lodge.fr/	
Le Clos Vercheron: Maison d'hôtes, Chambres d'hôtes avec piscine, Spa, Sauna et Hammam, à la campagne en Saône-et-Loire	1364 Le Vercheron 71110 Artaix France	https://leclosvercheron.fr/	
Logis Hôtel Rest. Family & Spa	4 Quai de la Barrière 48150 Meyrueis France	https://www.logishotels.com/fr/hotel/-1651?partid=1535	
Partage du Viala: Chambre d'hôtes en Cévennes, piscine, spa, idéal pour groupe et pour randonnées, proche GR70, Lozère	Le Viala 48240 Ventalon en Cévennes France	https://netfr.click/partage-viala-chambre-eg816m	
CELIGNE - Spa, Head Spa, Beauté et Minceur - Thionville, Terville	Rue Amédée Gordini 57180 Terville France	http://www.celigne.fr/	
Domaine Tarbouriech - Demeure Restaurant Spa	Chem. de Villemarin 34340 Marseillan France	http://www.domaine-tarbouriech.fr/	
Flore & Spa	1 Bd Victor Hugo 34510 Florensac France	https://www.planity.com/flore-spa-34510-florensac	
Les Hauts du Rébeillou - Cabane - Spa	6 Imp. du Rebeillou 31130 Flourens France	https://www.leshautsdurebeillou.com/	
Hôtel La Croix de Savoie & SPA	768 Rte du Pernand 74300 Arâches-la-Frasse France	http://www.lacroixdesavoie.fr/	
Brit Hotel Privilège Saint-Brieuc Plérin - Séminaires & SPA	ZAC de 4 Rue François Jacob 22190 Plérin France	https://hotel-st-brieuc-plerin.brithotel.fr/?utm_source=google&utm_medium=seo&utm_campaign=gmb	
Le Mas de Lombregot - Maison d'Hôtes & Spa	12260 Villeneuve France	https://lemasdelombregot.fr/	
Castle Spa	28 Cr Bouycheres 09000 Foix France	https://dennisstravelexperience.com/castle-spa-foix-france	
Gîte et Chambre d'hôte à la ferme avec piscine/spa, Location insolite avec spa/sauna, proche Limoges, Limousin, Haute-Vienne	5 Chasseneuil 87140 Saint-Pardoux-le-Lac France	https://chambresdhoteslimousin.fr/	
Prestige piscines & spas	740 Route de la Plaine D6015 27600 Fontaine-Bellenger France	https://www.prestige-spas-piscines.fr/	
Hôtel Le Phébus & Spa	508 Rte de Murs 84220 Joucas France	https://www.lephebus.com/	
Le Mas de Garrigon - Boutique Hôtel & SPA	Route des Lavandes 222 Chem. du Garrigon 84220 Roussillon France	http://www.masdegarrigon.com/	
Le Domaine des Doucins & Spa	1 Aux Doucins 17500 Fontaines-d'Ozillac France	http://www.ledomainedesdoucins.com/	
Maison familiale Blois piscine et SPA	14 Rue des Acacias 41000 Blois France	https://www.locacharme.fr/fr/chambre/castel-house?info[arrival_date]=06/06/2024&info[departure_date]=08/06/2024&info[rooms]=true&info[total_adult]=2	
La Vermeillade Suites & Spas	2 La Vermeillade 30111 Congénies France	https://lavermeillade.fr/	
CGH Résidences & Spas - Résidence L'Alpaga	91 Chem. du Dahut 73300 Fontcouverte-la-Toussuire France	https://www.cgh-residences.com/hiver/residences/residence-boutique-lalpaga-44?utm_source=Google&utm_medium=GMB&utm_campaign=Click_website	
Belinda Hotel & Spa	73 Rue Boileau 75016 Paris France	https://www.belindahotel.com/	
Gîtes Atypiques Saumur - La tête dans les nuages - Balnéo & Spa	61 Rue Léopold Palustre 49400 Saumur France	https://gites-atypiques-saumur.com/	
Hôtel Kyriad Saumur Hyper Centre, Appartements, Séminaire et SPA	23 Rue Daille 49400 Saumur France	https://saumur-centre.kyriad.com/fr-fr/?utm_content=partoo&utm_medium=seo-bgp&utm_source=google	
LE PATIO SAUMUR & SPA	31 Quai Mayaud 49400 Saumur France	http://www.lepatiosaumur.fr/	
Château de Candes Art & Spa	11 Rue Trochet 37500 Candes-Saint-Martin France	https://www.chateaudecandes.com/	
La Rose Des Vents Gites, chambres d hôtes et Spa	715 Chem. de la Tuilière 83136 Néoules France	http://gite-rosedesvents.com/	
Le Pigeonnier - Maison d'hôtes, spa, massages	12 All. du Manoir 59170 Croix France	http://lepigeonniervillacavrois.com/	
Naturalys Spa	Ferme du Bois de Pleuven 387 route de La Forêt-Fouesnant 29140 Saint-Yvi France	http://www.naturalys-spa.com/	
LE LODGE Design & Spa	35 Rue Langlois 91490 Milly-la-Forêt France		
Appart Hotel Relax Spa	5 Rue Romuald Pruvost 62300 Lens France	http://appart.hotel-lens.com/	
Le Fitz Roy, Val Thorens, a Beaumier hotel & spa	Place de l'Eglise 73440 Val Thorens France	https://www.beaumier.com/en/properties/le-fitz-roy-hotel/?utm_source=google&utm_medium=organic&utm_campaign=gbp	
Le Menuire Chalet Hôtel & Spa	540 avenue de la Croisette 73440 Les Belleville France	http://www.lemenuire.com/	
CGH Résidences & Spas - Les Clarines	Quartier des Rue de Preyerand Rue de 73440 Les Belleville France	https://www.cgh-residences.com/hiver/residences/les-clarines-12	
Résidence Les Balcons de Val Thorens 4 étoiles & Spa	Val Thorens 321 Rue des Balcons 73440 Les Belleville France	https://les-balcons.com/hebergement/les-balcons-de-val-thorens/	
Résidence Les Balcons Platinium Val Thorens 5 étoiles & Spa	Rue des Balcons 73440 Les Belleville France	http://www.les-balcons.com/presentation/les-balcons-platinium.html	
Vatel Hôtel et Spa	140 Rue Vatel 30900 Nîmes France	http://www.hotelvatel.fr/fr/nimes	
Boisbolchet Ecoldge & SPA	Chem. du Bolchet 30230 Bouillargues France	https://www.boisbolchet-ecolodge-spa.com/	
Résidence Pierre et Vacances premium Résidence et Spa	1-3 Rue Charles Sevestre 14510 Houlgate France	https://www.pierreetvacances.com/fr-fr/fp_HOL_location-residence-premium-residence-et-spa	
CGH Résidences & Spas - Le Napoléon	549 Rte d'Italie 05100 Montgenèvre France	https://www.cgh-residences.com/hiver/residences/residence-boutique-le-napoleon-14?utm_source=Google&utm_medium=GMB&utm_campaign=Click_website	
L’évasion & spa	1500 Chem. de Claviers 83600 Fréjus France	https://www.lovebulle.fr/	
Le Daya Hotel & Spa	1308 route du Golf 83520 Roquebrune-sur-Argens France	https://ledaya.fr/	
Unique Hôtels & Résidences & Spa	155 Rue de la Garonne 83700 Saint-Raphaël France	http://www.unique-hotelsresidences.com/	
Le Confidentiel hôtel & Spa	1090 Av. Colonel Brooke 83700 Saint-Raphaël France	https://www.confidentiel-hotel.com/	
Un Moment Spa	950 Rue Bataille 62840 Sailly-sur-la-Lys France	https://unmomentspa.fr/	
CGH Résidences & Spas - Le Cristal de L'Alpe	15 Av. de l'Etendard 38750 Huez France	https://www.cgh-residences.com/hiver/residences/residence-boutique-le-cristal-de-lalpe-4?utm_source=Google&utm_medium=GMB&utm_campaign=Click_website	
Hôtel Chalet Mounier , Restaurant et SPA	2 Rue de la Chapelle 38860 Les Deux Alpes France	https://www.chalet-mounier.com/	
Golden Tulip Le Grand Bé Saint-Malo Hôtel & Spa	1 Place des Frères Lamennais 35400 Saint-Malo France	https://www.legrandbe.com/	
La Réserve Paris - Hotel and Spa	42 Av. Gabriel 75008 Paris France	http://www.lareserve-paris.com/en/?utm_source=google&utm_medium=local&utm_campaign=la-reserve-paris	
Secret de Paris - Hotel & Spa	2 Rue de Parme 75009 Paris France	https://www.secretdeparis.com/?utm_source=google&utm_medium=organic&utm_campaign=knowledge-graph	
Paris j'Adore Hotel & Spa	7 Rue Beudant 75017 Paris France	https://www.hotelparisjadore.com/?utm_source=google&utm_medium=organic&utm_campaign=knowledge-graph	
Au Domaine Fresnois (chambres hôtes, Gîte, restaurant, spa, piscine, événementiel et séminaires)	5 Rue de la Croix 62490 Fresnes-lès-Montauban France	http://au-domaine-fresnois.com.es/	
Le bain de campagne - cabane et spa	1 Les Chalopins 45260 Montereau France	https://lebaindecampagne.com/	
l'Oxybulles & Spa, gîtes avec jacuzzi privatif, nuits et week-ends insolites en baie de Somme	9 Pl. Jean Jaurès 80130 Friville-Escarbotin France	https://www.loxybullesetspa.fr/	
location maisons de Charme l écrin de Vendée Spa-piscine et mieux être	la maison neuve 150 La Faucherie 85300 Sallertaine France	https://www.gites-ecrindevendee-maisonneuve-sallertaine.com/	
Le Bassin du Tertre Chambres d'hôtes insolites et Spa	prendre le chemin par la maison des vins dans le village 19 Chem. de Richelieu 17 33126 Fronsac France	http://www.lebassindutertre.fr/	
Hôtel & Spa. Éco-Domaine La Fontaine | Pornic	Rue des Noëlles 44210 Pornic France	http://www.ecodomaine-la-fontaine.fr/	
Alliance Pornic Thalasso & Spa	Plage de la source Rue du Casino des Flots 44210 Pornic France	https://www.thalassopornic.com/	
La Closerie des Arts - Piscine et Spa	Lieu-dit Le Bourg 18 Rue du Forgeron 24210 Gabillou France	http://www.closeriedesarts.com/	
La Cachette - Hébergements insolites - Cabanes perchées - Pyramide - Roulotte - Gîte - Spa	Le Lébous Boyne 12640 Rivière-sur-Tarn France	https://www.gites-cabanes-spa-aveyron.com/fr-fr	
Naturalia, Institut et Spa	Espace le Forum 1 Av. du Pic Saint-Loup Bat A 1er étage 34980 Saint-Gély-du-Fesc France	https://naturaliaspa.fr/	
Le Petit Oberkampf Hotel & Spa	3 Rue Oberkampf 75011 Paris France	https://www.hotelpetitoberkampfparis.com/	
Le Petit Beaumarchais Hotel & Spa	8 Bd Beaumarchais 75011 Paris France	https://hotelpetitbeaumarchaisparis.com/	
CGH Résidences & Spas - Résidence Boutique L'Alpaga	91 Chem. du Dahut 73300 Fontcouverte-la-Toussuire France	https://www.cgh-residences.com/hiver/residences/residence-boutique-lalpaga-44?utm_source=Google&utm_medium=GMB&utm_campaign=Click_website	
Hôtel Macchi Restaurant & Spa	94 Chem. de l'Etringa 74390 Châtel France	http://www.hotelmacchi.com/	
Cnaturel : spa, chambres d'hôtes, gîte	75 Le David 69170 Dième France	https://cnaturel.ellohaweb.com/	
Le Narcisse Blanc Hôtel & Spa	19 Bd de la Tour-Maubourg 75007 Paris France	https://www.lenarcisseblanc.com/	
Complexe Aquatique Spadium	2 Rue du Servolet 37260 Monts France	https://spadium-monts.fr/	
Centre esthétique Spadium Zen de Monts	2 Rue du Servolet 37260 Monts France	http://spadium-monts.fr/	
CGH Résidences & Spas - Les Fermes de Sainte Foy	ZAC de 73640 Sainte-Foy-Tarentaise France	https://www.cgh-residences.com/ete/residences/les-fermes-de-sainte-foy-22?utm_source=Google&utm_medium=GMB&utm_campaign=Click_website	
Hôtel La Cachette - Friendly Hotel & Spa	Arc 1600 272 All. Charlotte Perriand 73700 Bourg-Saint-Maurice France	https://www.lacachette-lesarcs.com/	
CGH Résidences & Spas - Résidence Boutique Lodge des Neiges	1800 73320 Tignes France	https://www.cgh-residences.com/hiver/residences/residence-boutique-lodge-des-neiges-43?utm_source=Google&utm_medium=GMB&utm_campaign=Click_website	
Hotel Alparena 4* & Spa	Route de l'Averne quartier des Eucherts 73700 Montvalezan France	https://hotel-alparena.com/	
CGH Résidences & Spas - Résidence Boutique Le Lodge Hemera	39 Rue de l'école 73700 Montvalezan France	https://www.cgh-residences.com/hiver/residences/residence-boutique-le-lodge-hemera-19?utm_source=Google&utm_medium=GMB&utm_campaign=Click_website	
Le Panoramic - location d'appartements & spa	404 rue des Eucherts 73700 Montvalezan France	http://www.tyrol-panoramic.com/	
CGH Résidences & Spas - Les Cimes Blanches	Quartier de l'Averne Rue de l'Averne 73700 Montvalezan France	https://www.cgh-residences.com/hiver/residences/les-cimes-blanches-18?utm_source=Google&utm_medium=GMB&utm_campaign=Click_website	
CGH Résidences & Spas - Résidence Boutique Les Chalets de Léana	Les Carroz d 90 Pl. des Aravis 74300 Arâches-la-Frasse France	https://www.cgh-residences.com/hiver/residences/residence-boutique-les-chalets-de-leana-36?utm_source=Google&utm_medium=GMB&utm_campaign=Click_website	
CGH Résidences & Spas - Les Chalets de Jouvence	46 Rte des Servages 74300 Arâches-la-Frasse France	https://www.cgh-residences.com/hiver/residences/les-chalets-de-jouvence-7?utm_source=Google&utm_medium=GMB&utm_campaign=Click_website	
CGH Résidences & Spas Le Centaure	Flaine Forum 74300 Arâches-la-Frasse France	https://www.cgh-residences.com/hiver/residences/residence-boutique-le-centaure-10?utm_source=Google&utm_medium=GMB&utm_campaign=Click_website	
CGH Résidences & Spas - Résidence Boutique Les Chalets de Laÿssia	19 Place des 7 Monts 74340 Samoëns France	https://www.cgh-residences.com/hiver/residences/residence-boutique-les-chalets-de-layssia-25?utm_source=Google&utm_medium=GMB&utm_campaign=Click_website	
Terracotta Piscines et Spas	26 Rue de Coatanscour 29600 Plourin-lès-Morlaix France	https://terracottapiscines.com/	
Bahyan Spa	T20 20218 Morosaglia France	https://www.bahyanspa.com/	
DECLERCQ PISCINES & SPAS	5 Rue des Déportés 61400 Mortagne-au-Perche France	https://www.declercq-piscines.fr/	
Golden Tulip Sophia Antipolis Hotel & Spa	120 Rte des Macarons 06560 Valbonne France	https://sophia-antipolis.goldentulip.com/	
Hôtel Montaigne & Spa	4 Rue Montaigne 06400 Cannes France	https://www.hotel-montaigne.com/	
Best Western Plus Cannes Riviera & Spa	16 Bd d'Alsace 06400 Cannes France	http://www.cannesriviera.com/	
Cannes Villa St Barth : Maison d'hôtes de prestige 5 étoiles à Cannes - Piscine - SPA	5 Av. de France 06400 Cannes France	http://www.cannesvillastbarth.com/	
Hôtel La Bastide de l'Oliveraie & Spa	7 All. des Oliviers 06400 Cannes France	https://www.bastidedeloliveraie.fr/	
DANS UN JARDIN BB AND SPA	374 Chem. de la Theoulière 06210 Mandelieu-la-Napoule France	http://dansunjardin.hubside.fr/	
Eden Hotel & Spa	133 Rue d'Antibes 06400 Cannes France	https://eden-hotel-cannes.com/	
Pulse ?yurveda - Holistic Day Spa, Ayurveda Programs & Retreats	Nehô Suites Cannes Croisette 12 Rue Latour-Maubourg 06400 Cannes France	http://www.pulseayurveda.com/	
Auberge de Val Mourèze - Hôtel & SPA	56 Route de la Dolomie 34800 Mourèze France	http://aubergedevalmoureze.com/	
Hammam'Arts & SPA	120 Rue Pierre Charignon 26750 Génissieux France	http://www.hammam-arts.com/	
L'Agapa Hôtel & Spa	12 Rue des Bons Enfants 22700 Perros-Guirec France	http://www.lagapa.com/	
Grand Hôtel Perros-Guirec - Spa, restaurant et bar	45 Bd Joseph le Bihan 22700 Perros-Guirec France	https://www.grandhotel-perrosguirec.com/	
Gîte des Landes de Boutoura - Spa- Location Maison Vacances avec Piscine. Sud-Ouest Landes 40 Pissos Proche Bordeaux	365 Chem. de Boutoura 40410 Pissos France	https://gite-landes-location.fr/	
LES LANDINES, cabanes et spa	2470 route des tuileries 33113 Origne France	https://www.leslandines.com/	
PADJA Hôtel & Spa	Zone Commerciale Vannes Ouest Parc Lann 12 Rue Henri Navier 56000 Vannes France	http://www.padja-hotel-spa.com/	
Hôtel le Calme des Pins Piscine & Spa	43 Av. Aristide Briand 85100 Les Sables-d'Olonne France	https://www.calmedespins.com/	
"Logement ""Au Cœur du Vignoble et Spa"" avec Jacuzzi privatif - La Chapelle-Heulin"	5 Rue Beauséjour 44330 La Chapelle-Heulin France	https://linktr.ee/logement_vignoble_spa	
L’alcôve Clisson- Love room- Spa	4 Rue du Dr Duboueix 44190 Clisson France	https://www.lalcoveclisson.com/	
Best Western Plus Villa Saint Antoine Hôtel & Spa	8 Rue Saint-Antoine 44190 Clisson France	http://www.hotel-villa-saint-antoine.com/	
La Belgastide chambres d'hôtes et SPA	1069 route de la Couliche 12800 Quins France	https://l.instagram.com/?u=https%3A%2F%2Fbelgastide.wixsite.com%2Fla-belgastide&e=AT3klCIcCl-7Id-KC2FsQi7F5rcGnexK9WU-U7C4MTQT3oqESNdw6aJZHS-NDqkMSu_B_oNaO9G21dsJMFLTgTF5gQY448XW	
Hotel Leev Miromesnil & Spa	48 Rue de Miromesnil 75008 Paris France	https://leev.com/	
Hôtel Monsieur et Spa	62 Rue des Mathurins 75008 Paris France	http://hotelmonsieur.com/	
Hôtel Parister Piscine & Spa	19 Rue Saulnier 75009 Paris France	https://www.hotelparister.com/	
Le Damantin Paris Hôtel & Spa	1 Rue Bayard 75008 Paris France	https://www.ledamantin.com/?utm_source=GMB&utm_medium=organic&utm_campaign=gmb	
Anne Christine Spa	52 Rue de Marclan 31600 Muret France		
Ayami Spa	23 Av. du Président Vincent Auriol 31600 Muret France		
Les Sables d'Ocre Hôtel & SPA	338 Avenue Jean Etienne Astier Quartier Les Sablières 84220 Roussillon en Provence France	http://www.sablesdocre.fr/	
HAKUNA MATATA - Gite & Spa	799 Route de St Maurice 73240 Saint-Genix-les-Villages France	https://www.gite-savoie-hakunamatata.com/	
Domaine d'Olga - Lodges & Spa	20 Rte de la Boissière 34150 Aniane France	http://domainedolga.fr/	
Maison d'hôtes La Domitia Massage & Spa	5 Avenue de Cournonterral 34560 Montbazin France	http://www.ladomitia.com/	
l'Ours de Mutzig - Hôtel Restaurant & Spa	Pl. de la Fontaine 67190 Mutzig France	https://www.lours-de-mutzig.fr/fr/	
La Bastide du Rocher Boutique Hôtel & Spa	776 b Chem. des Fourques 83520 Roquebrune-sur-Argens France	https://www.labastidedurocher.fr/	
CGH Résidences & Spas - Résidence Les Chalets de Léana	Les Carroz d 90 Pl. des Aravis 74300 Arâches-la-Frasse France	https://www.cgh-residences.com/hiver/residences/residence-boutique-les-chalets-de-leana-36?utm_source=Google&utm_medium=GMB&utm_campaign=Click_website	
ERNA piscine spa	32 Rte de Bonneville 74380 Nangy France	http://erna-piscine.com/	
Le Maquis Rooms: love room avec SPA/Bain à remous, week-end amoureux insolite dans le parc Sainte-Baume proche Aubagne Var	867 Chem. de l'Adret 83640 Plan-d'Aups-Sainte-Baume France	https://www.lemaquisrooms.fr/	
LE BAIN SAUVAGE - Pyrénées - Lodges & spa	1 Suberlache 64490 Bedous France	https://www.lebainsauvage-pyrenees.com/	
"Ferme de Paulétou, ""Suites & Spa"""	BIO Pauletou 12800 Naucelle France	https://www.fermedepauletou.com/	
Domaine les Feuillants : chambres d'hôtes ,tables d'hôtes en Touraine, piscine , spa	13 Rue Antoine Caille 37220 Crouzilles France	https://www.domainelesfeuillants.com/	
PALUMA MASSAGE BIEN ETRE - SPA- LUMINOTHERAPIE	126 La Moinerie 37380 Neuillé-le-Lierre France	http://laetitia-paluma-massage.fr/	
Hôtel Résidence Europe & Spa	52 Bd du Général Leclerc 92110 Clichy France	http://www.hotel-residence-europe.com/	
Obaby spa	79 Av. du Maréchal Foch 93360 Neuilly-Plaisance France		
"Gîte: ""On neuvicq'une fois"" Gîtes piscine & Spa"	9 Rue des Ouches 17490 Neuvicq-le-Château France	https://gites-neuvicqlechateau.fr/	
Pomme d'amour SPA	4 Rue des Martyrs 62232 Annezin France	http://www.pommedamourspa.com/	
Majestic Hammam et Spa	3 Rue Barrée 69250 Neuville-sur-Saône France	https://www.planity.com/majestic-hammam-69250-neuville-sur-saone-3x5	
Hôtel Le Grand Aigle - Friendly Hotel & Spa	54 Chem. du Cavaillou 05240 La Salle-les-Alpes France	http://hotelgrandaigle.com/	
La Joie de Vivre Chambres, tables d’hôtes et Spa	Hameau Le Salé 05100 Névache France	http://www.la-joie-de-vivre.fr/	
